t,x,y
5441,35.2,35.8
5442,35.4,36.2
5443,35.8,36.2
5444,36.2,36.4
5445,36.2,36.8
5446,36.4,37.2
5447,36.8,37.2
5448,37.2,37.4
5449,37.2,37.8
5450,37.4,38.2
5451,37.8,38.2
5452,38.2,38.4
5453,38.2,38.8
5454,38.4,39.2
5455,38.8,39.2
5456,39.2,39.4
5457,39.2,39.8
5458,39.4,40.2
5459,39.8,40.2
5460,40.2,40.4
5461,40.2,40.8
5462,40.4,41.2
5463,40.8,41.2
5464,41.2,41.4
5465,41.2,41.8
5466,41.4,42.2
5467,41.8,42.2
5468,42.2,42.4
5469,42.2,42.8
5470,42.4,43.2
5471,42.8,43.2
5472,43.2,43.4
5473,43.2,43.8
5474,43.4,44.2
5475,43.8,44.2
5476,44.2,44.4
5477,44.2,44.8
5478,44.4,45.2
5479,44.8,45.2
5480,45.2,45.4
5481,45.2,45.8
5482,45.4,46.2
5483,45.8,46.2
5484,46.2,46.4
5485,46.2,46.8
5486,46.4,47.2
5487,46.8,47.2
5488,47.2,47.4
5489,47.2,47.8
5490,47.4,48.2
5491,47.8,48.2
5492,48.2,48.4
5503,0.8,1.2
5504,1.2,1.4
5505,1.2,1.8
5506,1.4,2.2
5507,1.8,2.2
5508,2.2,2.4
5509,2.2,2.8
5510,2.4,3.2
5511,2.8,3.2
5512,3.2,3.4
5513,3.2,3.8
5514,3.4,4.2
5515,3.8,4.2
5516,4.2,4.4
5517,4.2,4.8
5518,4.4,5.2
5519,4.8,5.2
5520,5.2,5.4
5521,5.2,5.8
5522,5.4,6.2
5523,5.8,6.2
5524,6.2,6.4
5525,6.2,6.8
5526,6.4,7.2
5527,6.8,7.2
5528,7.2,7.4
5529,7.2,7.8
5530,7.4,8.2
5531,7.8,8.2
5532,8.2,8.4
5533,8.2,8.8
5534,8.4,9.2
5535,8.8,9.2
5536,9.2,9.4
5537,9.2,9.8
5538,9.4,10.2
5539,9.8,10.2
5540,10.2,10.4
5541,10.2,10.8
5542,10.4,11.2
5543,10.8,11.2
5544,11.2,11.4
5545,11.2,11.8
5546,11.4,12.2
5547,11.8,12.2
5548,12.2,12.4
5549,12.2,12.8
5550,12.4,13.2
5551,12.8,13.2
5552,13.2,13.4
5553,13.2,13.8
5554,13.4,14.2
5555,13.8,14.2
5556,14.2,14.4
5557,14.2,14.8
5558,14.4,15.2
5559,14.8,15.2
5560,15.2,15.4
5561,15.2,15.8
5562,15.4,16.2
5563,15.8,16.2
5564,16.2,16.4
5565,16.2,16.8
5566,16.4,17.2
5567,16.8,17.2
5568,17.2,17.4
5569,17.2,17.8
5570,17.4,18.2
5571,17.8,18.2
5572,18.2,18.4
5573,18.2,18.8
5574,18.4,19.2
5575,18.8,19.2
5576,19.2,19.4
5577,19.2,19.8
5578,19.4,20.2
5579,19.8,20.2
5580,20.2,20.4
5581,20.2,20.8
5582,20.4,21.2
5583,20.8,21.2
5584,21.2,21.4
5585,21.2,21.8
5586,21.4,22.2
5587,21.8,22.2
5588,22.2,22.4
5589,22.2,22.8
5590,22.4,23.2
5591,22.8,23.2
5592,23.2,23.4
5593,23.2,23.8
5594,23.4,24.2
5595,23.8,24.2
5596,24.2,24.4
5597,24.2,24.8
5598,24.4,25.2
5599,24.8,25.2
5600,25.2,25.4
5601,25.2,25.8
5602,25.4,26.2
5603,25.8,26.2
5604,26.2,26.4
5605,26.2,26.8
5606,26.4,27.2
5607,26.8,27.2
5608,27.2,27.4
5609,27.2,27.8
5610,27.4,28.2
5611,27.8,28.2
5612,28.2,28.4
5613,28.2,28.8
5614,28.4,29.2
5615,28.8,29.2
5616,29.2,29.4
5617,29.2,29.8
5618,29.4,30.2
5619,29.8,30.2
5620,30.2,30.4
5621,30.2,30.8
5622,30.4,31.2
5623,30.8,31.2
5624,31.2,31.4
5625,31.2,31.8
5626,31.4,32.2
5627,31.8,32.2
5628,32.2,32.4
5629,32.2,32.8
5630,32.4,33.2
5631,32.8,33.2
5632,33.2,33.4
5633,33.2,33.8
5634,33.4,34.2
5635,33.8,34.2
5636,34.2,34.4
5637,34.2,34.8
5638,34.4,35.2
5639,34.8,35.2
5640,35.2,35.4
5641,35.2,35.8
5642,35.4,36.2
5643,35.8,36.2
5644,36.2,36.4
5645,36.2,36.8
5646,36.4,37.2
5647,36.8,37.2
5648,37.2,37.4
5649,37.2,37.8
5650,37.4,38.2
5651,37.8,38.2
5652,38.2,38.4
5653,38.2,38.8
5654,38.4,39.2
5655,38.8,39.2
5656,39.2,39.4
5657,39.2,39.8
5658,39.4,40.2
5659,39.8,40.2
5660,40.2,40.4
5661,40.2,40.8
5662,40.4,41.2
5663,40.8,41.2
5664,41.2,41.4
5665,41.2,41.8
5666,41.4,42.2
5667,41.8,42.2
5668,42.2,42.4
5669,42.2,42.8
5670,42.4,43.2
5671,42.8,43.2
5672,43.2,43.4
5673,43.2,43.8
5674,43.4,44.2
5675,43.8,44.2
5676,44.2,44.4
5677,44.2,44.8
5678,44.4,45.2
5679,44.8,45.2
5680,45.2,45.4
5681,45.2,45.8
5682,45.4,46.2
5683,45.8,46.2
5684,46.2,46.4
5685,46.2,46.8
5686,46.4,47.2
5687,46.8,47.2
5688,47.2,47.4
5689,47.2,47.8
5690,47.4,48.2
5691,47.8,48.2
5692,48.2,48.4
5703,0.8,1.2
5704,1.2,1.4
5705,1.2,1.8
5706,1.4,2.2
5707,1.8,2.2
5708,2.2,2.4
5709,2.2,2.8
5710,2.4,3.2
5711,2.8,3.2
5712,3.2,3.4
5713,3.2,3.8
5714,3.4,4.2
5715,3.8,4.2
5716,4.2,4.4
5717,4.2,4.8
5718,4.4,5.2
5719,4.8,5.2
5720,5.2,5.4
5721,5.2,5.8
5722,5.4,6.2
5723,5.8,6.2
5724,6.2,6.4
5725,6.2,6.8
5726,6.4,7.2
5727,6.8,7.2
5728,7.2,7.4
5729,7.2,7.8
5730,7.4,8.2
5731,7.8,8.2
5732,8.2,8.4
5733,8.2,8.8
5734,8.4,9.2
5735,8.8,9.2
5736,9.2,9.4
5737,9.2,9.8
5738,9.4,10.2
5739,9.8,10.2
5740,10.2,10.4
5741,10.2,10.8
5742,10.4,11.2
5743,10.8,11.2
5744,11.2,11.4
5745,11.2,11.8
5746,11.4,12.2
5747,11.8,12.2
5748,12.2,12.4
5749,12.2,12.8
5750,12.4,13.2
5751,12.8,13.2
5752,13.2,13.4
5753,13.2,13.8
5754,13.4,14.2
5755,13.8,14.2
5756,14.2,14.4
5757,14.2,14.8
5758,14.4,15.2
5759,14.8,15.2
5760,15.2,15.4
5761,15.2,15.8
5762,15.4,16.2
5763,15.8,16.2
5764,16.2,16.4
5765,16.2,16.8
5766,16.4,17.2
5767,16.8,17.2
5768,17.2,17.4
5769,17.2,17.8
5770,17.4,18.2
5771,17.8,18.2
5772,18.2,18.4
5773,18.2,18.8
5774,18.4,19.2
5775,18.8,19.2
5776,19.2,19.4
5777,19.2,19.8
5778,19.4,20.2
5779,19.8,20.2
5780,20.2,20.4
5781,20.2,20.8
5782,20.4,21.2
5783,20.8,21.2
5784,21.2,21.4
5785,21.2,21.8
5786,21.4,22.2
5787,21.8,22.2
5788,22.2,22.4
5789,22.2,22.8
5790,22.4,23.2
5791,22.8,23.2
5792,23.2,23.4
5793,23.2,23.8
5794,23.4,24.2
5795,23.8,24.2
5796,24.2,24.4
5797,24.2,24.8
5798,24.4,25.2
5799,24.8,25.2
5800,25.2,25.4
5801,25.2,25.8
5802,25.4,26.2
5803,25.8,26.2
5804,26.2,26.4
5805,26.2,26.8
5806,26.4,27.2
5807,26.8,27.2
5808,27.2,27.4
5809,27.2,27.8
5810,27.4,28.2
5811,27.8,28.2
5812,28.2,28.4
5813,28.2,28.8
5814,28.4,29.2
5815,28.8,29.2
5816,29.2,29.4
5817,29.2,29.8
5818,29.4,30.2
5819,29.8,30.2
5820,30.2,30.4
5821,30.2,30.8
5822,30.4,31.2
5823,30.8,31.2
5824,31.2,31.4
5825,31.2,31.8
5826,31.4,32.2
5827,31.8,32.2
5828,32.2,32.4
5829,32.2,32.8
5830,32.4,33.2
5831,32.8,33.2
5832,33.2,33.4
5833,33.2,33.8
5834,33.4,34.2
5835,33.8,34.2
5836,34.2,34.4
5837,34.2,34.8
5838,34.4,35.2
5839,34.8,35.2
5840,35.2,35.4
5841,35.2,35.8
5842,35.4,36.2
5843,35.8,36.2
5844,36.2,36.4
5845,36.2,36.8
5846,36.4,37.2
5847,36.8,37.2
5848,37.2,37.4
5849,37.2,37.8
5850,37.4,38.2
5851,37.8,38.2
5852,38.2,38.4
5853,38.2,38.8
5854,38.4,39.2
5855,38.8,39.2
5856,39.2,39.4
5857,39.2,39.8
5858,39.4,40.2
5859,39.8,40.2
5860,40.2,40.4
5861,40.2,40.8
5862,40.4,41.2
5863,40.8,41.2
5864,41.2,41.4
5865,41.2,41.8
5866,41.4,42.2
5867,41.8,42.2
5868,42.2,42.4
5869,42.2,42.8
5870,42.4,43.2
5871,42.8,43.2
5872,43.2,43.4
5873,43.2,43.8
5874,43.4,44.2
5875,43.8,44.2
5876,44.2,44.4
5877,44.2,44.8
5878,44.4,45.2
5879,44.8,45.2
5880,45.2,45.4
5881,45.2,45.8
5882,45.4,46.2
5883,45.8,46.2
5884,46.2,46.4
5885,46.2,46.8
5886,46.4,47.2
5887,46.8,47.2
5888,47.2,47.4
5889,47.2,47.8
5890,47.4,48.2
5891,47.8,48.2
5892,48.2,48.4
5903,0.8,1.2
5904,1.2,1.4
5905,1.2,1.8
5906,1.4,2.2
5907,1.8,2.2
5908,2.2,2.4
5909,2.2,2.8
5910,2.4,3.2
5911,2.8,3.2
5912,3.2,3.4
5913,3.2,3.8
5914,3.4,4.2
5915,3.8,4.2
5916,4.2,4.4
5917,4.2,4.8
5918,4.4,5.2
5919,4.8,5.2
5920,5.2,5.4
5921,5.2,5.8
5922,5.4,6.2
5923,5.8,6.2
5924,6.2,6.4
5925,6.2,6.8
5926,6.4,7.2
5927,6.8,7.2
5928,7.2,7.4
5929,7.2,7.8
5930,7.4,8.2
5931,7.8,8.2
5932,8.2,8.4
5933,8.2,8.8
5934,8.4,9.2
5935,8.8,9.2
5936,9.2,9.4
5937,9.2,9.8
5938,9.4,10.2
5939,9.8,10.2
5940,10.2,10.4
5941,10.2,10.8
5942,10.4,11.2
5943,10.8,11.2
5944,11.2,11.4
5945,11.2,11.8
5946,11.4,12.2
5947,11.8,12.2
5948,12.2,12.4
5949,12.2,12.8
5950,12.4,13.2
5951,12.8,13.2
5952,13.2,13.4
5953,13.2,13.8
5954,13.4,14.2
5955,13.8,14.2
5956,14.2,14.4
5957,14.2,14.8
5958,14.4,15.2
5959,14.8,15.2
5960,15.2,15.4
5961,15.2,15.8
5962,15.4,16.2
5963,15.8,16.2
5964,16.2,16.4
5965,16.2,16.8
5966,16.4,17.2
5967,16.8,17.2
5968,17.2,17.4
5969,17.2,17.8
5970,17.4,18.2
5971,17.8,18.2
5972,18.2,18.4
5973,18.2,18.8
5974,18.4,19.2
5975,18.8,19.2
5976,19.2,19.4
5977,19.2,19.8
5978,19.4,20.2
5979,19.8,20.2
5980,20.2,20.4
5981,20.2,20.8
5982,20.4,21.2
5983,20.8,21.2
5984,21.2,21.4
5985,21.2,21.8
5986,21.4,22.2
5987,21.8,22.2
5988,22.2,22.4
5989,22.2,22.8
5990,22.4,23.2
5991,22.8,23.2
5992,23.2,23.4
5993,23.2,23.8
5994,23.4,24.2
5995,23.8,24.2
5996,24.2,24.4
5997,24.2,24.8
5998,24.4,25.2
5999,24.8,25.2
6000,25.2,25.4
6001,25.2,25.8
6002,25.4,26.2
6003,25.8,26.2
6004,26.2,26.4
6005,26.2,26.8
6006,26.4,27.2
6007,26.8,27.2
6008,27.2,27.4
6009,27.2,27.8
6010,27.4,28.2
6011,27.8,28.2
6012,28.2,28.4
6013,28.2,28.8
6014,28.4,29.2
6015,28.8,29.2
6016,29.2,29.4
6017,29.2,29.8
6018,29.4,30.2
6019,29.8,30.2
6020,30.2,30.4
6021,30.2,30.8
6022,30.4,31.2
6023,30.8,31.2
6024,31.2,31.4
6025,31.2,31.8
6026,31.4,32.2
6027,31.8,32.2
6028,32.2,32.4
6029,32.2,32.8
6030,32.4,33.2
6031,32.8,33.2
6032,33.2,33.4
6033,33.2,33.8
6034,33.4,34.2
6035,33.8,34.2
6036,34.2,34.4
6037,34.2,34.8
6038,34.4,35.2
6039,34.8,35.2
6040,35.2,35.4
6041,35.2,35.8
6042,35.4,36.2
6043,35.8,36.2
6044,36.2,36.4
6045,36.2,36.8
6046,36.4,37.2
6047,36.8,37.2
6048,37.2,37.4
6049,37.2,37.8
6050,37.4,38.2
6051,37.8,38.2
6052,38.2,38.4
6053,38.2,38.8
6054,38.4,39.2
6055,38.8,39.2
6056,39.2,39.4
6057,39.2,39.8
6058,39.4,40.2
6059,39.8,40.2
6060,40.2,40.4
6061,40.2,40.8
6062,40.4,41.2
6063,40.8,41.2
6064,41.2,41.4
6065,41.2,41.8
6066,41.4,42.2
6067,41.8,42.2
6068,42.2,42.4
6069,42.2,42.8
6070,42.4,43.2
6071,42.8,43.2
6072,43.2,43.4
6073,43.2,43.8
6074,43.4,44.2
6075,43.8,44.2
6076,44.2,44.4
6077,44.2,44.8
6078,44.4,45.2
6079,44.8,45.2
6080,45.2,45.4
6081,45.2,45.8
6082,45.4,46.2
6083,45.8,46.2
6084,46.2,46.4
6085,46.2,46.8
6086,46.4,47.2
6087,46.8,47.2
6088,47.2,47.4
6089,47.2,47.8
6090,47.4,48.2
6091,47.8,48.2
6092,48.2,48.4
6103,0.8,1.2
6104,1.2,1.4
6105,1.2,1.8
6106,1.4,2.2
6107,1.8,2.2
6108,2.2,2.4
6109,2.2,2.8
6110,2.4,3.2
6111,2.8,3.2
6112,3.2,3.4
6113,3.2,3.8
6114,3.4,4.2
6115,3.8,4.2
6116,4.2,4.4
6117,4.2,4.8
6118,4.4,5.2
6119,4.8,5.2
6120,5.2,5.4
6121,5.2,5.8
6122,5.4,6.2
6123,5.8,6.2
6124,6.2,6.4
6125,6.2,6.8
6126,6.4,7.2
6127,6.8,7.2
6128,7.2,7.4
6129,7.2,7.8
6130,7.4,8.2
6131,7.8,8.2
6132,8.2,8.4
6133,8.2,8.8
6134,8.4,9.2
6135,8.8,9.2
6136,9.2,9.4
6137,9.2,9.8
6138,9.4,10.2
6139,9.8,10.2
6140,10.2,10.4
6141,10.2,10.8
6142,10.4,11.2
6143,10.8,11.2
6144,11.2,11.4
6145,11.2,11.8
6146,11.4,12.2
6147,11.8,12.2
6148,12.2,12.4
6149,12.2,12.8
6150,12.4,13.2
6151,12.8,13.2
6152,13.2,13.4
6153,13.2,13.8
6154,13.4,14.2
6155,13.8,14.2
6156,14.2,14.4
6157,14.2,14.8
6158,14.4,15.2
6159,14.8,15.2
6160,15.2,15.4
6161,15.2,15.8
6162,15.4,16.2
6163,15.8,16.2
6164,16.2,16.4
6165,16.2,16.8
6166,16.4,17.2
6167,16.8,17.2
6168,17.2,17.4
6169,17.2,17.8
6170,17.4,18.2
6171,17.8,18.2
6172,18.2,18.4
6173,18.2,18.8
6174,18.4,19.2
6175,18.8,19.2
6176,19.2,19.4
6177,19.2,19.8
6178,19.4,20.2
6179,19.8,20.2
6180,20.2,20.4
6181,20.2,20.8
6182,20.4,21.2
6183,20.8,21.2
6184,21.2,21.4
6185,21.2,21.8
6186,21.4,22.2
6187,21.8,22.2
6188,22.2,22.4
6189,22.2,22.8
6190,22.4,23.2
6191,22.8,23.2
6192,23.2,23.4
6193,23.2,23.8
6194,23.4,24.2
6195,23.8,24.2
6196,24.2,24.4
6197,24.2,24.8
6198,24.4,25.2
6199,24.8,25.2
6200,25.2,25.4
6201,25.2,25.8
6202,25.4,26.2
6203,25.8,26.2
6204,26.2,26.4
6205,26.2,26.8
6206,26.4,27.2
6207,26.8,27.2
6208,27.2,27.4
6209,27.2,27.8
6210,27.4,28.2
6211,27.8,28.2
6212,28.2,28.4
6213,28.2,28.8
6214,28.4,29.2
6215,28.8,29.2
6216,29.2,29.4
6217,29.2,29.8
6218,29.4,30.2
6219,29.8,30.2
6220,30.2,30.4
6221,30.2,30.8
6222,30.4,31.2
6223,30.8,31.2
6224,31.2,31.4
6225,31.2,31.8
6226,31.4,32.2
6227,31.8,32.2
6228,32.2,32.4
6229,32.2,32.8
6230,32.4,33.2
6231,32.8,33.2
6232,33.2,33.4
6233,33.2,33.8
6234,33.4,34.2
6235,33.8,34.2
6236,34.2,34.4
6237,34.2,34.8
6238,34.4,35.2
6239,34.8,35.2
6240,35.2,35.4
6241,35.2,35.8
6242,35.4,36.2
6243,35.8,36.2
6244,36.2,36.4
6245,36.2,36.8
6246,36.4,37.2
6247,36.8,37.2
6248,37.2,37.4
6249,37.2,37.8
6250,37.4,38.2
6251,37.8,38.2
6252,38.2,38.4
6253,38.2,38.8
6254,38.4,39.2
6255,38.8,39.2
6256,39.2,39.4
6257,39.2,39.8
6258,39.4,40.2
6259,39.8,40.2
6260,40.2,40.4
6261,40.2,40.8
6262,40.4,41.2
6263,40.8,41.2
6264,41.2,41.4
6265,41.2,41.8
6266,41.4,42.2
6267,41.8,42.2
6268,42.2,42.4
6269,42.2,42.8
6270,42.4,43.2
6271,42.8,43.2
6272,43.2,43.4
6273,43.2,43.8
6274,43.4,44.2
6275,43.8,44.2
6276,44.2,44.4
6277,44.2,44.8
6278,44.4,45.2
6279,44.8,45.2
6280,45.2,45.4
6281,45.2,45.8
6282,45.4,46.2
6283,45.8,46.2
6284,46.2,46.4
6285,46.2,46.8
6286,46.4,47.2
6287,46.8,47.2
6288,47.2,47.4
6289,47.2,47.8
6290,47.4,48.2
6291,47.8,48.2
6292,48.2,48.4
6303,0.8,1.2
6304,1.2,1.4
6305,1.2,1.8
6306,1.4,2.2
6307,1.8,2.2
6308,2.2,2.4
6309,2.2,2.8
6310,2.4,3.2
6311,2.8,3.2
6312,3.2,3.4
6313,3.2,3.8
6314,3.4,4.2
6315,3.8,4.2
6316,4.2,4.4
6317,4.2,4.8
6318,4.4,5.2
6319,4.8,5.2
6320,5.2,5.4
6321,5.2,5.8
6322,5.4,6.2
6323,5.8,6.2
6324,6.2,6.4
6325,6.2,6.8
6326,6.4,7.2
6327,6.8,7.2
6328,7.2,7.4
6329,7.2,7.8
6330,7.4,8.2
6331,7.8,8.2
6332,8.2,8.4
6333,8.2,8.8
6334,8.4,9.2
6335,8.8,9.2
6336,9.2,9.4
6337,9.2,9.8
6338,9.4,10.2
6339,9.8,10.2
6340,10.2,10.4
6341,10.2,10.8
6342,10.4,11.2
6343,10.8,11.2
6344,11.2,11.4
6345,11.2,11.8
6346,11.4,12.2
6347,11.8,12.2
6348,12.2,12.4
6349,12.2,12.8
6350,12.4,13.2
6351,12.8,13.2
6352,13.2,13.4
6353,13.2,13.8
6354,13.4,14.2
6355,13.8,14.2
6356,14.2,14.4
6357,14.2,14.8
6358,14.4,15.2
6359,14.8,15.2
6360,15.2,15.4
6361,15.2,15.8
6362,15.4,16.2
6363,15.8,16.2
6364,16.2,16.4
6365,16.2,16.8
6366,16.4,17.2
6367,16.8,17.2
6368,17.2,17.4
6369,17.2,17.8
6370,17.4,18.2
6371,17.8,18.2
6372,18.2,18.4
6373,18.2,18.8
6374,18.4,19.2
6375,18.8,19.2
6376,19.2,19.4
6377,19.2,19.8
6378,19.4,20.2
6379,19.8,20.2
6380,20.2,20.4
6381,20.2,20.8
6382,20.4,21.2
6383,20.8,21.2
6384,21.2,21.4
6385,21.2,21.8
6386,21.4,22.2
6387,21.8,22.2
6388,22.2,22.4
6389,22.2,22.8
6390,22.4,23.2
6391,22.8,23.2
6392,23.2,23.4
6393,23.2,23.8
6394,23.4,24.2
6395,23.8,24.2
6396,24.2,24.4
6397,24.2,24.8
6398,24.4,25.2
6399,24.8,25.2
6400,25.2,25.4
6401,25.2,25.8
6402,25.4,26.2
6403,25.8,26.2
6404,26.2,26.4
6405,26.2,26.8
6406,26.4,27.2
6407,26.8,27.2
6408,27.2,27.4
6409,27.2,27.8
6410,27.4,28.2
6411,27.8,28.2
6412,28.2,28.4
6413,28.2,28.8
6414,28.4,29.2
6415,28.8,29.2
6416,29.2,29.4
6417,29.2,29.8
6418,29.4,30.2
6419,29.8,30.2
6420,30.2,30.4
6421,30.2,30.8
6422,30.4,31.2
6423,30.8,31.2
6424,31.2,31.4
6425,31.2,31.8
6426,31.4,32.2
6427,31.8,32.2
6428,32.2,32.4
6429,32.2,32.8
6430,32.4,33.2
6431,32.8,33.2
6432,33.2,33.4
6433,33.2,33.8
6434,33.4,34.2
6435,33.8,34.2
6436,34.2,34.4
6437,34.2,34.8
6438,34.4,35.2
6439,34.8,35.2
6440,35.2,35.4
6441,35.2,35.8
6442,35.4,36.2
6443,35.8,36.2
6444,36.2,36.4
6445,36.2,36.8
6446,36.4,37.2
6447,36.8,37.2
6448,37.2,37.4
6449,37.2,37.8
6450,37.4,38.2
6451,37.8,38.2
6452,38.2,38.4
6453,38.2,38.8
6454,38.4,39.2
6455,38.8,39.2
6456,39.2,39.4
6457,39.2,39.8
6458,39.4,40.2
6459,39.8,40.2
6460,40.2,40.4
6461,40.2,40.8
6462,40.4,41.2
6463,40.8,41.2
6464,41.2,41.4
6465,41.2,41.8
6466,41.4,42.2
6467,41.8,42.2
6468,42.2,42.4
6469,42.2,42.8
6470,42.4,43.2
6471,42.8,43.2
6472,43.2,43.4
6473,43.2,43.8
6474,43.4,44.2
6475,43.8,44.2
6476,44.2,44.4
6477,44.2,44.8
6478,44.4,45.2
6479,44.8,45.2
6480,45.2,45.4
6481,45.2,45.8
6482,45.4,46.2
6483,45.8,46.2
6484,46.2,46.4
6485,46.2,46.8
6486,46.4,47.2
6487,46.8,47.2
6488,47.2,47.4
6489,47.2,47.8
6490,47.4,48.2
6491,47.8,48.2
6492,48.2,48.4
6503,0.8,1.2
6504,1.2,1.4
6505,1.2,1.8
6506,1.4,2.2
6507,1.8,2.2
6508,2.2,2.4
6509,2.2,2.8
6510,2.4,3.2
6511,2.8,3.2
6512,3.2,3.4
6513,3.2,3.8
6514,3.4,4.2
6515,3.8,4.2
6516,4.2,4.4
6517,4.2,4.8
6518,4.4,5.2
6519,4.8,5.2
6520,5.2,5.4
6521,5.2,5.8
6522,5.4,6.2
6523,5.8,6.2
6524,6.2,6.4
6525,6.2,6.8
6526,6.4,7.2
6527,6.8,7.2
6528,7.2,7.4
6529,7.2,7.8
6530,7.4,8.2
6531,7.8,8.2
6532,8.2,8.4
6533,8.2,8.8
6534,8.4,9.2
6535,8.8,9.2
6536,9.2,9.4
6537,9.2,9.8
6538,9.4,10.2
6539,9.8,10.2
6540,10.2,10.4
6541,10.2,10.8
6542,10.4,11.2
6543,10.8,11.2
6544,11.2,11.4
6545,11.2,11.8
6546,11.4,12.2
6547,11.8,12.2
6548,12.2,12.4
6549,12.2,12.8
6550,12.4,13.2
6551,12.8,13.2
6552,13.2,13.4
6553,13.2,13.8
6554,13.4,14.2
6555,13.8,14.2
6556,14.2,14.4
6557,14.2,14.8
6558,14.4,15.2
6559,14.8,15.2
6560,15.2,15.4
6561,15.2,15.8
6562,15.4,16.2
6563,15.8,16.2
6564,16.2,16.4
6565,16.2,16.8
6566,16.4,17.2
6567,16.8,17.2
6568,17.2,17.4
6569,17.2,17.8
6570,17.4,18.2
6571,17.8,18.2
6572,18.2,18.4
6573,18.2,18.8
6574,18.4,19.2
6575,18.8,19.2
6576,19.2,19.4
6577,19.2,19.8
6578,19.4,20.2
6579,19.8,20.2
6580,20.2,20.4
6581,20.2,20.8
6582,20.4,21.2
6583,20.8,21.2
6584,21.2,21.4
6585,21.2,21.8
6586,21.4,22.2
6587,21.8,22.2
6588,22.2,22.4
6589,22.2,22.8
6590,22.4,23.2
6591,22.8,23.2
6592,23.2,23.4
6593,23.2,23.8
6594,23.4,24.2
6595,23.8,24.2
6596,24.2,24.4
6597,24.2,24.8
6598,24.4,25.2
6599,24.8,25.2
6600,25.2,25.4
6601,25.2,25.8
6602,25.4,26.2
6603,25.8,26.2
6604,26.2,26.4
6605,26.2,26.8
6606,26.4,27.2
6607,26.8,27.2
6608,27.2,27.4
6609,27.2,27.8
6610,27.4,28.2
6611,27.8,28.2
6612,28.2,28.4
6613,28.2,28.8
6614,28.4,29.2
6615,28.8,29.2
6616,29.2,29.4
6617,29.2,29.8
6618,29.4,30.2
6619,29.8,30.2
6620,30.2,30.4
6621,30.2,30.8
6622,30.4,31.2
6623,30.8,31.2
6624,31.2,31.4
6625,31.2,31.8
6626,31.4,32.2
6627,31.8,32.2
6628,32.2,32.4
6629,32.2,32.8
6630,32.4,33.2
6631,32.8,33.2
6632,33.2,33.4
6633,33.2,33.8
6634,33.4,34.2
6635,33.8,34.2
6636,34.2,34.4
6637,34.2,34.8
6638,34.4,35.2
6639,34.8,35.2
6640,35.2,35.4
6641,35.2,35.8
6642,35.4,36.2
6643,35.8,36.2
6644,36.2,36.4
6645,36.2,36.8
6646,36.4,37.2
6647,36.8,37.2
6648,37.2,37.4
6649,37.2,37.8
6650,37.4,38.2
6651,37.8,38.2
6652,38.2,38.4
6653,38.2,38.8
6654,38.4,39.2
6655,38.8,39.2
6656,39.2,39.4
6657,39.2,39.8
6658,39.4,40.2
6659,39.8,40.2
6660,40.2,40.4
6661,40.2,40.8
6662,40.4,41.2
6663,40.8,41.2
6664,41.2,41.4
6665,41.2,41.8
6666,41.4,42.2
6667,41.8,42.2
6668,42.2,42.4
6669,42.2,42.8
6670,42.4,43.2
6671,42.8,43.2
6672,43.2,43.4
6673,43.2,43.8
6674,43.4,44.2
6675,43.8,44.2
6676,44.2,44.4
6677,44.2,44.8
6678,44.4,45.2
6679,44.8,45.2
6680,45.2,45.4
6681,45.2,45.8
6682,45.4,46.2
6683,45.8,46.2
6684,46.2,46.4
6685,46.2,46.8
6686,46.4,47.2
6687,46.8,47.2
6688,47.2,47.4
6689,47.2,47.8
6690,47.4,48.2
6691,47.8,48.2
6692,48.2,48.4
6703,0.8,1.2
6704,1.2,1.4
6705,1.2,1.8
6706,1.4,2.2
6707,1.8,2.2
6708,2.2,2.4
6709,2.2,2.8
6710,2.4,3.2
6711,2.8,3.2
6712,3.2,3.4
6713,3.2,3.8
6714,3.4,4.2
6715,3.8,4.2
6716,4.2,4.4
6717,4.2,4.8
6718,4.4,5.2
6719,4.8,5.2
6720,5.2,5.4
6721,5.2,5.8
6722,5.4,6.2
6723,5.8,6.2
6724,6.2,6.4
6725,6.2,6.8
6726,6.4,7.2
6727,6.8,7.2
6728,7.2,7.4
6729,7.2,7.8
6730,7.4,8.2
6731,7.8,8.2
6732,8.2,8.4
6733,8.2,8.8
6734,8.4,9.2
6735,8.8,9.2
6736,9.2,9.4
6737,9.2,9.8
6738,9.4,10.2
6739,9.8,10.2
6740,10.2,10.4
6741,10.2,10.8
6742,10.4,11.2
6743,10.8,11.2
6744,11.2,11.4
6745,11.2,11.8
6746,11.4,12.2
6747,11.8,12.2
6748,12.2,12.4
6749,12.2,12.8
6750,12.4,13.2
6751,12.8,13.2
6752,13.2,13.4
6753,13.2,13.8
6754,13.4,14.2
6755,13.8,14.2
6756,14.2,14.4
6757,14.2,14.8
6758,14.4,15.2
6759,14.8,15.2
6760,15.2,15.4
6761,15.2,15.8
6762,15.4,16.2
6763,15.8,16.2
6764,16.2,16.4
6765,16.2,16.8
6766,16.4,17.2
6767,16.8,17.2
6768,17.2,17.4
6769,17.2,17.8
6770,17.4,18.2
6771,17.8,18.2
6772,18.2,18.4
6773,18.2,18.8
6774,18.4,19.2
6775,18.8,19.2
6776,19.2,19.4
6777,19.2,19.8
6778,19.4,20.2
6779,19.8,20.2
6780,20.2,20.4
6781,20.2,20.8
6782,20.4,21.2
